subject_nr	trial_nb	PW_code_left	PW_code_right	label_left	label_right	chosen_label	chosen_PW_code	chosen_PW	context	contrast	C	V	mode	place	voicing	response_time
54	0	u_occ_alv_V	u_fric_alv_NV	a_bird	a_fish	a_fish	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	3000.352681
56	1	u_occ_alv_V	u_fric_alv_NV	a_bird	a_fish	a_fish	u_fric_alv_NV	usus			s	u	fricative	medium	voiceless	3012.671786
2	9	u_occ_bi_V	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	2110.231857
4	4	u_nas_bi	u_occ_bi_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	970.5057593
6	5	u_occ_bi_V	u_nas_bi	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	960.3425009
8	10	u_nas_bi	u_occ_bi_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	710.507375
10	4	u_nas_bi	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	499.2842216
12	4	u_nas_bi	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	1299.13312
16	6	u_nas_bi	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	952.1822302
20	8	u_nas_bi	u_occ_bi_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	615.2340284
22	10	u_nas_bi	u_occ_bi_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	501.9867651
24	7	u_occ_bi_V	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	1223.022902
26	13	u_nas_bi	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	772.7688374
28	13	u_nas_bi	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	596.6290878
30	4	u_nas_bi	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	3010.557234
32	5	u_occ_bi_V	u_nas_bi	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	2536.365541
36	7	u_occ_bi_V	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	1464.598932
38	12	u_occ_bi_V	u_nas_bi	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	691.0496509
46	4	u_nas_bi	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	623.9348621
50	11	u_occ_bi_V	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	978.0848031
52	9	u_nas_bi	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	868.7238786
54	4	u_occ_bi_V	u_nas_bi	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	1149.100034
56	7	u_occ_bi_V	u_nas_bi	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	646.3814522
1	13	u_occ_bi_NV	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	660.2327174
3	8	u_occ_bi_V	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	951.7376
5	8	u_occ_bi_NV	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	766.9462683
7	4	u_occ_bi_V	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	923.2643864
11	10	u_occ_bi_NV	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	694.6688747
13	12	u_occ_bi_V	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	1179.796775
17	6	u_occ_bi_V	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	991.3623229
19	4	u_occ_bi_V	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	690.3785084
21	6	u_occ_bi_NV	u_occ_bi_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	1247.549403
23	12	u_occ_bi_NV	u_occ_bi_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	652.6481814
25	10	u_occ_bi_NV	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	637.6449766
29	6	u_occ_bi_V	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	616.8625732
31	4	u_occ_bi_V	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	506.8667712
35	6	u_occ_bi_NV	u_occ_bi_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	915.4324566
37	8	u_occ_bi_V	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	1170.03026
39	13	u_occ_bi_V	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	632.2908537
43	4	u_occ_bi_V	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	679.9492349
45	10	u_occ_bi_V	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	1908.420564
47	10	u_occ_bi_V	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	696.2493311
49	11	u_occ_bi_V	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	659.0551045
2	4	u_occ_bi_NV	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	666.8842915
4	7	u_occ_bi_NV	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	1288.168336
6	8	u_occ_vel_NV	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	630.3064273
8	11	u_occ_vel_NV	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	397.538411
10	12	u_occ_vel_NV	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	508.3327595
12	12	u_occ_vel_NV	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	892.4809501
16	13	u_occ_bi_NV	u_occ_vel_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	516.5675215
20	13	u_occ_vel_NV	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	764.2162459
22	9	u_occ_bi_NV	u_occ_vel_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	447.2489214
24	9	u_occ_bi_NV	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	1389.791318
26	11	u_occ_vel_NV	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	2601.355145
28	7	u_occ_vel_NV	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	880.6348511
30	6	u_occ_bi_NV	u_occ_vel_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	416.2062554
32	9	u_occ_vel_NV	u_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	588.8567837
36	11	u_occ_bi_NV	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	522.9489667
38	10	u_occ_vel_NV	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	596.6619767
46	6	u_occ_bi_NV	u_occ_vel_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	953.2867719
50	8	u_occ_vel_NV	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	1422.528003
52	4	u_occ_vel_NV	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	866.4468476
54	9	u_occ_vel_NV	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	677.0782163
56	8	u_occ_vel_NV	u_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	1093.141336
1	9	u_occ_vel_V	u_occ_vel_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	806.3309637
3	12	u_occ_vel_NV	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	629.3817423
5	4	u_occ_vel_NV	u_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	906.3995619
7	10	u_occ_vel_NV	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	829.7046702
11	11	u_occ_vel_V	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	525.9252809
13	11	u_occ_vel_NV	u_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	1117.352891
17	8	u_occ_vel_V	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	798.2388938
19	10	u_occ_vel_NV	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	1086.473113
21	9	u_occ_vel_NV	u_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	2333.942727
23	8	u_occ_vel_V	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	918.9044949
25	7	u_occ_vel_NV	u_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	623.4581962
29	10	u_occ_vel_V	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	837.8334892
31	9	u_occ_vel_NV	u_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	422.3701601
35	5	u_occ_vel_V	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	767.7520755
37	6	u_occ_vel_V	u_occ_vel_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	1455.213447
39	9	u_occ_vel_V	u_occ_vel_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	883.6114127
43	5	u_occ_vel_NV	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	808.9179961
45	11	u_occ_vel_V	u_occ_vel_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	850.6760879
47	8	u_occ_vel_V	u_occ_vel_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	655.2552158
49	12	u_occ_vel_V	u_occ_vel_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	585.6382381
2	5	i_occ_vel_V	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	608.6370812
4	5	i_occ_vel_V	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	1600.53839
6	12	u_occ_vel_V	i_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_occ_vel_V	igig	_g_g	i-u	g	i	plosive	posterior	voiced	644.5239974
8	12	u_occ_vel_V	i_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_occ_vel_V	igig	_g_g	i-u	g	i	plosive	posterior	voiced	789.0198537
10	5	i_occ_vel_V	u_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_occ_vel_V	igig	_g_g	i-u	g	i	plosive	posterior	voiced	449.0393605
12	8	i_occ_vel_V	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	974.8716101
16	4	u_occ_vel_V	i_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	523.174401
20	7	i_occ_vel_V	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	631.5515903
22	7	i_occ_vel_V	u_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	431.5878759
24	4	u_occ_vel_V	i_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	1506.882994
26	9	i_occ_vel_V	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	614.6725297
28	11	u_occ_vel_V	i_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	781.2118439
30	8	i_occ_vel_V	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_vel_V	igig	_g_g	i-u	g	i	plosive	posterior	voiced	623.0287953
32	4	u_occ_vel_V	i_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_vel_V	igig	_g_g	i-u	g	i	plosive	posterior	voiced	844.0328865
36	4	i_occ_vel_V	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	516.6916788
38	4	u_occ_vel_V	i_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_vel_V	igig	_g_g	i-u	g	i	plosive	posterior	voiced	667.7684527
46	12	u_occ_vel_V	i_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_occ_vel_V	igig	_g_g	i-u	g	i	plosive	posterior	voiced	472.4127329
50	13	i_occ_vel_V	u_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	2809.0597
52	13	u_occ_vel_V	i_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_occ_vel_V	igig	_g_g	i-u	g	i	plosive	posterior	voiced	714.0010102
54	5	u_occ_vel_V	i_occ_vel_V	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_occ_vel_V	igig	_g_g	i-u	g	i	plosive	posterior	voiced	912.4371787
56	10	i_occ_vel_V	u_occ_vel_V	a_dangerous_animal	a_harmless_animal	a_harmless_animal	u_occ_vel_V	ugug	_g_g	i-u	g	u	plosive	posterior	voiced	571.6686235
